date,day,type,reactions,comments,shares
2011-08-29 15:58:59, 1, status, 0, 0, 0
2011-08-29 16:15:11, 1, status, 0, 0, 0
2011-08-29 16:15:41, 1, status, 0, 0, 0
2011-08-29 16:46:29, 1, photo, 15848, 788, 0
2011-08-30 12:42:43, 2, status, 0, 0, 0
2011-08-30 14:09:01, 2, status, 0, 0, 0
2011-08-30 16:01:44, 2, video, 9277, 380, 0
2011-08-31 09:07:07, 3, status, 0, 0, 0
2011-08-31 12:14:35, 3, status, 0, 0, 0
2011-08-31 15:37:02, 3, photo, 38724, 1748, 0
2011-09-01 08:07:47, 4, status, 0, 0, 0
2011-09-01 08:13:22, 4, status, 0, 0, 0
2011-09-01 13:55:39, 4, status, 0, 0, 0
2011-09-01 13:56:19, 4, status, 0, 0, 0
2011-09-01 14:00:09, 4, status, 0, 0, 0
2011-09-01 16:10:51, 4, video, 10670, 732, 0
2011-09-02 16:13:04, 5, link, 9289, 353, 0
2011-09-05 09:04:03, 1, status, 0, 0, 0
2011-09-05 15:07:48, 1, status, 0, 0, 0
2011-09-05 16:18:53, 1, photo, 29551, 2523, 0
2011-09-07 09:12:11, 3, status, 0, 0, 0
2011-09-07 16:16:45, 3, photo, 8447, 301, 0
2011-09-09 16:16:21, 5, status, 6667, 5904, 0
2011-09-12 09:07:41, 1, status, 0, 0, 0
2011-09-12 09:07:48, 1, status, 0, 0, 0
2011-09-12 09:12:07, 1, status, 0, 0, 0
2011-09-12 12:04:36, 1, status, 0, 0, 0
2011-09-12 16:11:07, 1, link, 11464, 467, 0
2011-09-13 15:43:05, 2, status, 0, 0, 0
2011-09-13 16:47:26, 2, photo, 20418, 582, 0
2011-09-14 08:35:27, 3, status, 0, 0, 0
2011-09-14 16:36:38, 3, photo, 5830, 267, 0
2011-09-15 08:17:24, 4, status, 0, 0, 0
2011-09-15 08:51:27, 4, status, 0, 0, 0
2011-09-16 08:37:21, 5, status, 0, 0, 0
2011-09-16 15:30:02, 5, photo, 23337, 693, 0
2011-09-19 08:32:21, 1, status, 0, 0, 0
2011-09-19 09:12:40, 1, status, 0, 0, 0
2011-09-19 15:56:18, 1, photo, 32477, 1435, 0
2011-09-21 09:22:39, 3, status, 0, 0, 0
2011-09-21 12:21:25, 3, status, 0, 0, 0
2011-09-21 15:51:39, 3, link, 4362, 121, 0
2011-09-23 15:24:34, 5, video, 9943, 445, 0
2011-09-27 10:24:21, 2, status, 0, 0, 0
2011-09-27 11:34:53, 2, status, 0, 0, 0
2011-09-27 15:19:34, 2, photo, 29814, 967, 0
2011-09-28 08:45:01, 3, status, 0, 0, 0
2011-09-28 15:19:17, 3, video, 17678, 858, 0
2011-09-30 15:54:07, 5, photo, 21333, 654, 0
2011-10-04 11:29:40, 2, status, 0, 0, 0
2011-10-04 13:20:28, 2, status, 0, 0, 0
2011-10-05 15:51:52, 3, video, 10166, 387, 0
2011-10-06 10:03:58, 4, status, 0, 0, 0
2011-10-06 16:14:30, 4, photo, 13092, 453, 0
2011-10-07 12:37:32, 5, status, 0, 0, 0
2011-10-07 15:38:26, 5, video, 11448, 557, 0
2011-10-10 08:20:37, 1, status, 0, 0, 0
2011-10-10 08:27:32, 1, status, 0, 0, 0
2011-10-10 16:06:53, 1, photo, 43478, 2164, 0
2011-10-11 15:51:26, 2, link, 7112, 305, 0
2011-10-13 16:39:12, 4, photo, 8366, 503, 0
2011-10-14 16:03:55, 5, photo, 30630, 1164, 0
2011-10-17 11:29:56, 1, status, 0, 0, 0
2011-10-17 11:34:54, 1, status, 0, 0, 0
2011-10-17 11:37:05, 1, status, 0, 0, 0
2011-10-17 11:38:12, 1, status, 0, 0, 0
2011-10-17 16:28:09, 1, video, 12791, 449, 0
2011-10-18 15:52:34, 2, link, 4753, 133, 0
2011-10-20 07:49:33, 4, status, 0, 0, 0
2011-10-20 09:00:16, 4, status, 0, 0, 0
2011-10-20 16:00:47, 4, video, 13192, 539, 0
2011-10-24 10:11:48, 1, status, 0, 0, 0
2011-10-24 16:24:15, 1, photo, 20840, 644, 0
2011-10-25 16:24:14, 2, status, 0, 0, 0
2011-10-25 16:37:10, 2, video, 7501, 259, 0
2011-10-27 15:48:34, 4, photo, 24749, 802, 0
2011-10-28 15:34:21, 5, photo, 6149, 129, 0
2011-10-31 09:30:13, 1, status, 0, 0, 0
2011-11-02 16:43:06, 3, link, 4063, 91, 0
2011-11-03 16:37:03, 4, video, 7716, 236, 0
2011-11-04 16:30:21, 5, photo, 8512, 8855, 0
2011-11-08 17:10:11, 2, photo, 5745, 236, 0
2011-11-11 16:26:39, 5, video, 4907, 154, 0
2011-11-14 16:27:10, 1, photo, 10774, 377, 0
2011-11-15 16:32:46, 2, photo, 6606, 280, 0
2011-11-17 16:28:58, 4, link, 3068, 69, 0
2011-11-18 17:02:30, 5, video, 10590, 579, 0
2011-11-21 16:31:44, 1, photo, 16440, 510, 0
2011-11-22 09:40:34, 2, status, 0, 0, 0
2011-11-22 17:22:03, 2, video, 4811, 217, 0
2011-11-23 17:13:31, 3, photo, 9165, 219, 0
2011-11-25 16:57:36, 5, photo, 5748, 113, 0
2011-11-28 17:11:48, 1, video, 5102, 175, 0
2011-11-29 17:08:12, 2, photo, 12736, 315, 0
2011-11-30 16:25:27, 3, photo, 15798, 556, 0
2011-12-01 17:08:55, 4, photo, 14054, 545, 0
2011-12-02 17:05:36, 5, video, 7770, 304, 0
2011-12-05 16:38:00, 1, photo, 5280, 1068, 0
2011-12-07 16:23:02, 3, video, 1986, 70, 0
2011-12-08 17:13:27, 4, link, 4969, 236, 0
2011-12-12 17:44:13, 1, photo, 18099, 664, 0
2011-12-13 17:00:18, 2, link, 5113, 130, 0
2011-12-14 17:22:23, 3, link, 3206, 189, 0
2011-12-15 16:51:02, 4, video, 2587, 57, 256
2011-12-16 16:59:16, 5, photo, 9645, 537, 0
2011-12-16 16:59:16, 5, photo, 10168, 545, 693
2011-12-19 16:33:51, 1, link, 4887, 120, 346
2011-12-20 17:05:45, 2, video, 7160, 213, 1067
2011-12-21 16:40:47, 3, video, 8771, 321, 2694
2011-12-23 15:41:24, 5, link, 5155, 141, 349
2011-12-24 09:58:49, 6, photo, 7315, 420, 0
2011-12-24 09:58:49, 6, photo, 7470, 418, 417
2011-12-27 16:49:35, 2, photo, 24997, 848, 0
2011-12-27 16:49:36, 2, photo, 1007, 50, 38
2011-12-27 16:49:37, 2, photo, 5211, 405, 905
2011-12-27 16:49:38, 2, photo, 2134, 64, 274
2011-12-27 16:49:39, 2, photo, 5534, 495, 1124
2011-12-27 16:49:39, 2, photo, 2713, 181, 249
2011-12-27 16:49:40, 2, photo, 2248, 99, 365
2011-12-27 16:49:41, 2, photo, 3193, 159, 630
2011-12-27 16:49:42, 2, photo, 1870, 59, 266
2011-12-27 16:49:42, 2, photo, 1232, 38, 92
2011-12-28 16:45:30, 3, link, 5996, 135, 544
2011-12-29 16:56:24, 4, photo, 13880, 452, 0
2011-12-29 16:56:26, 4, photo, 1639, 271, 153
2011-12-29 16:56:26, 4, photo, 1056, 157, 85
2011-12-29 16:56:27, 4, photo, 3784, 335, 580
2011-12-29 16:56:28, 4, photo, 1232, 148, 93
2011-12-29 16:56:29, 4, photo, 1331, 88, 131
2011-12-29 16:56:30, 4, photo, 1449, 148, 159
2011-12-30 15:51:55, 5, video, 4379, 157, 542
2012-01-01 01:45:47, 7, photo, 8179, 185, 0
2012-01-01 01:45:49, 7, photo, 1499, 97, 226
2012-01-01 01:45:49, 7, photo, 606, 29, 123
2012-01-01 01:45:50, 7, photo, 388, 15, 33
2012-01-01 01:45:51, 7, photo, 486, 5, 57
2012-01-01 01:45:51, 7, photo, 535, 22, 68
2012-01-01 01:45:52, 7, photo, 374, 12, 53
2012-01-01 01:45:53, 7, photo, 1358, 87, 224
2012-01-01 01:45:54, 7, photo, 723, 30, 77
2012-01-01 01:45:54, 7, photo, 931, 66, 221
2012-01-01 01:45:55, 7, photo, 258, 11, 27
2012-01-01 16:46:13, 7, photo, 6708, 227, 0
2012-01-01 16:46:14, 7, photo, 7433, 239, 367
2012-01-02 16:33:27, 1, photo, 27573, 846, 0
2012-01-02 16:33:28, 1, photo, 7893, 663, 1728
2012-01-02 16:33:29, 1, photo, 3079, 129, 284
2012-01-02 16:33:30, 1, photo, 3329, 151, 500
2012-01-02 16:33:31, 1, photo, 1413, 39, 95
2012-01-02 16:33:31, 1, photo, 1716, 35, 181
2012-01-02 16:33:32, 1, photo, 5211, 393, 1001
2012-01-02 16:34:41, 1, link, 3292, 76, 116
2012-01-03 16:46:34, 2, video, 9522, 426, 2287
2012-01-04 16:52:30, 3, video, 9491, 386, 1928
2012-01-05 16:58:43, 4, video, 4655, 106, 629
2012-01-09 17:15:30, 1, link, 9742, 324, 864
2012-01-10 17:08:47, 2, video, 7536, 233, 1378
2012-01-11 16:51:03, 3, photo, 15159, 441, 0
2012-01-11 16:51:04, 3, photo, 861, 48, 53
2012-01-11 16:51:05, 3, photo, 5373, 521, 1763
2012-01-11 16:51:05, 3, photo, 2672, 181, 662
2012-01-11 16:51:06, 3, photo, 1250, 55, 194
2012-01-11 16:51:06, 3, photo, 802, 27, 86
2012-01-11 16:51:07, 3, photo, 972, 27, 135
2012-01-11 16:51:07, 3, photo, 517, 18, 24
2012-01-11 16:51:08, 3, photo, 523, 12, 26
2012-01-12 17:45:55, 4, video, 4672, 149, 464
2012-01-13 16:57:29, 5, question, 0, 0, 0
2012-01-16 16:53:12, 1, link, 4533, 160, 296
2012-01-17 17:54:58, 2, link, 3837, 65, 140
2012-01-18 16:43:05, 3, photo, 15839, 419, 0
2012-01-18 16:43:05, 3, photo, 3255, 284, 571
2012-01-18 16:43:06, 3, photo, 2335, 198, 475
2012-01-18 16:43:06, 3, photo, 1148, 63, 78
2012-01-18 16:43:06, 3, photo, 1352, 63, 156
2012-01-18 16:43:07, 3, photo, 1427, 63, 280
2012-01-19 17:03:55, 4, photo, 1082, 64, 56
2012-01-20 17:04:11, 5, video, 3903, 71, 384
2012-01-23 16:10:35, 1, photo, 1910, 71, 359
2012-01-24 17:43:30, 2, video, 31, 2, 4
2012-01-25 16:41:58, 3, photo, 314, 23, 0
2012-01-26 17:36:57, 4, photo, 27660, 967, 0
2012-01-26 17:36:58, 4, photo, 4913, 362, 638
2012-01-26 17:36:58, 4, photo, 4195, 269, 778
2012-01-26 17:36:58, 4, photo, 3693, 211, 407
2012-01-26 17:36:58, 4, photo, 1369, 62, 73
2012-01-26 17:36:58, 4, photo, 2341, 120, 200
2012-01-26 17:47:55, 4, photo, 105, 5, 14
2012-01-26 17:47:56, 4, photo, 254, 21, 65
2012-01-26 17:47:56, 4, photo, 329, 29, 119
2012-01-26 17:47:56, 4, photo, 253, 19, 81
