,date, change,weekend, coverphoto, event, link, photo, question, status, swf, video,coverphoto_reactions,coverphoto_comments,coverphoto_shares,event_reactions,event_comments,event_shares,link_reactions,link_comments,link_shares,photo_reactions,photo_comments,photo_shares,question_reactions,question_comments,question_shares,status_reactions,status_comments,status_shares,swf_reactions,swf_comments,swf_shares,video_reactions,video_comments,video_shares
141,2011-03-09,6173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1802,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2011-03-10,5095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1657,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2011-03-11,4310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3318,318,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2011-03-14,4209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2384,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2011-03-15,4560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3166,180,0
146,2011-03-17,17666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3024,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2011-03-20,14461,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2411,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2011-03-22,12612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9665,548,0
149,2011-03-23,8371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688,241,0
150,2011-03-24,6065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1940,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,2011-03-25,4072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371,213,0
152,2011-03-26,946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2055,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2011-03-30,993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5044,346,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2011-03-31,1877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4277,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2011-04-03,6708,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,85,0
156,2011-04-05,6174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4282,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2011-04-07,4799,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14198,1228,0,0,0,0,0,0,0,0,0,0,6128,395,0
158,2011-04-08,4430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,17,0
159,2011-04-09,4432,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4925,285,0
160,2011-04-10,4492,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,449,0
161,2011-04-11,5022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2387,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2011-04-12,7521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2665,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2011-04-13,12121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,80,0
164,2011-04-14,10005,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,129,0
165,2011-04-15,9600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3835,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
